Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-14 18:00:00-05:00,2053.39990234375,2053.39990234375,2050.300048828125,2051.300048828125,2051.300048828125,2239
2024-01-14 19:00:00-05:00,2051.39990234375,2052.39990234375,2049.5,2051.699951171875,2051.699951171875,2317
2024-01-14 20:00:00-05:00,2051.699951171875,2055.300048828125,2051.199951171875,2054.800048828125,2054.800048828125,3460
2024-01-14 21:00:00-05:00,2054.800048828125,2060.300048828125,2053.800048828125,2060.300048828125,2060.300048828125,5321
2024-01-14 22:00:00-05:00,2060.199951171875,2061.89990234375,2059.300048828125,2061.199951171875,2061.199951171875,3834
2024-01-14 23:00:00-05:00,2061.199951171875,2061.39990234375,2057.39990234375,2058.300048828125,2058.300048828125,1841
Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-14 18:00:00-05:00,2053.39990234375,2053.39990234375,2050.300048828125,2051.300048828125,2051.300048828125,2239
2024-01-14 19:00:00-05:00,2051.39990234375,2052.39990234375,2049.5,2051.699951171875,2051.699951171875,2317
2024-01-14 20:00:00-05:00,2051.699951171875,2055.300048828125,2051.199951171875,2054.800048828125,2054.800048828125,3460
2024-01-14 21:00:00-05:00,2054.800048828125,2060.300048828125,2053.800048828125,2060.300048828125,2060.300048828125,5321
2024-01-14 22:00:00-05:00,2060.199951171875,2061.89990234375,2059.300048828125,2061.199951171875,2061.199951171875,3834
2024-01-14 23:00:00-05:00,2061.199951171875,2061.39990234375,2057.39990234375,2058.300048828125,2058.300048828125,1841
Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-14 18:00:00-05:00,2053.39990234375,2053.39990234375,2050.300048828125,2051.300048828125,2051.300048828125,2239
2024-01-14 19:00:00-05:00,2051.39990234375,2052.39990234375,2049.5,2051.699951171875,2051.699951171875,2317
2024-01-14 20:00:00-05:00,2051.699951171875,2055.300048828125,2051.199951171875,2054.800048828125,2054.800048828125,3460
2024-01-14 21:00:00-05:00,2054.800048828125,2060.300048828125,2053.800048828125,2060.300048828125,2060.300048828125,5321
2024-01-14 22:00:00-05:00,2060.199951171875,2061.89990234375,2059.300048828125,2061.199951171875,2061.199951171875,3834
2024-01-14 23:00:00-05:00,2061.199951171875,2061.39990234375,2057.39990234375,2058.300048828125,2058.300048828125,1841
Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-14 18:00:00-05:00,2053.39990234375,2053.39990234375,2050.300048828125,2051.300048828125,2051.300048828125,2239
2024-01-14 19:00:00-05:00,2051.39990234375,2052.39990234375,2049.5,2051.699951171875,2051.699951171875,2317
2024-01-14 20:00:00-05:00,2051.699951171875,2055.300048828125,2051.199951171875,2054.800048828125,2054.800048828125,3460
2024-01-14 21:00:00-05:00,2054.800048828125,2060.300048828125,2053.800048828125,2060.300048828125,2060.300048828125,5321
2024-01-14 22:00:00-05:00,2060.199951171875,2061.89990234375,2059.300048828125,2061.199951171875,2061.199951171875,3834
2024-01-14 23:00:00-05:00,2061.199951171875,2061.39990234375,2057.39990234375,2058.300048828125,2058.300048828125,1841
