Datetime,Open,High,Low,Close,Adj Close,Volume
2024-03-22 00:00:00-04:00,2175.10009765625,2176.800048828125,2174.39990234375,2174.89990234375,2174.89990234375,0
2024-03-22 01:00:00-04:00,2174.89990234375,2177.0,2174.199951171875,2175.5,2175.5,2171
2024-03-22 02:00:00-04:00,2175.60009765625,2177.60009765625,2171.10009765625,2171.5,2171.5,5489
2024-03-22 03:00:00-04:00,2171.39990234375,2171.800048828125,2163.800048828125,2169.89990234375,2169.89990234375,16309
2024-03-22 04:00:00-04:00,2169.800048828125,2170.699951171875,2166.300048828125,2169.300048828125,2169.300048828125,7928
2024-03-22 05:00:00-04:00,2169.39990234375,2171.39990234375,2167.0,2168.0,2168.0,7538
2024-03-22 06:00:00-04:00,2168.10009765625,2170.0,2167.300048828125,2168.60009765625,2168.60009765625,4542
2024-03-22 07:00:00-04:00,2168.60009765625,2169.39990234375,2166.39990234375,2167.5,2167.5,7401
2024-03-22 08:00:00-04:00,2167.5,2177.699951171875,2167.199951171875,2176.10009765625,2176.10009765625,16272
2024-03-22 09:00:00-04:00,2176.10009765625,2181.800048828125,2174.0,2179.699951171875,2179.699951171875,19175
2024-03-22 10:00:00-04:00,2179.699951171875,2181.5,2172.699951171875,2175.60009765625,2175.60009765625,21473
2024-03-22 11:00:00-04:00,2175.5,2175.5,2167.0,2167.89990234375,2167.89990234375,15749
2024-03-22 12:00:00-04:00,2167.699951171875,2169.10009765625,2163.199951171875,2164.10009765625,2164.10009765625,14392
2024-03-22 13:00:00-04:00,2164.199951171875,2166.39990234375,2158.39990234375,2160.60009765625,2160.60009765625,21470
2024-03-22 14:00:00-04:00,2160.699951171875,2166.199951171875,2160.199951171875,2164.5,2164.5,7660
2024-03-22 15:00:00-04:00,2164.60009765625,2166.39990234375,2163.300048828125,2165.39990234375,2165.39990234375,5303
2024-03-22 16:00:00-04:00,2165.39990234375,2168.60009765625,2165.0,2166.39990234375,2166.39990234375,3782
Datetime,Open,High,Low,Close,Adj Close,Volume
2024-03-22 00:00:00-04:00,2175.10009765625,2176.800048828125,2174.39990234375,2174.89990234375,2174.89990234375,0
2024-03-22 01:00:00-04:00,2174.89990234375,2177.0,2174.199951171875,2175.5,2175.5,2171
2024-03-22 02:00:00-04:00,2175.60009765625,2177.60009765625,2171.10009765625,2171.5,2171.5,5489
2024-03-22 03:00:00-04:00,2171.39990234375,2171.800048828125,2163.800048828125,2169.89990234375,2169.89990234375,16309
2024-03-22 04:00:00-04:00,2169.800048828125,2170.699951171875,2166.300048828125,2169.300048828125,2169.300048828125,7928
2024-03-22 05:00:00-04:00,2169.39990234375,2171.39990234375,2167.0,2168.0,2168.0,7538
2024-03-22 06:00:00-04:00,2168.10009765625,2170.0,2167.300048828125,2168.60009765625,2168.60009765625,4542
2024-03-22 07:00:00-04:00,2168.60009765625,2169.39990234375,2166.39990234375,2167.5,2167.5,7401
2024-03-22 08:00:00-04:00,2167.5,2177.699951171875,2167.199951171875,2176.10009765625,2176.10009765625,16272
2024-03-22 09:00:00-04:00,2176.10009765625,2181.800048828125,2174.0,2179.699951171875,2179.699951171875,19175
2024-03-22 10:00:00-04:00,2179.699951171875,2181.5,2172.699951171875,2175.60009765625,2175.60009765625,21473
2024-03-22 11:00:00-04:00,2175.5,2175.5,2167.0,2167.89990234375,2167.89990234375,15749
2024-03-22 12:00:00-04:00,2167.699951171875,2169.10009765625,2163.199951171875,2164.10009765625,2164.10009765625,14392
2024-03-22 13:00:00-04:00,2164.199951171875,2166.39990234375,2158.39990234375,2160.60009765625,2160.60009765625,21470
2024-03-22 14:00:00-04:00,2160.699951171875,2166.199951171875,2160.199951171875,2164.5,2164.5,7660
2024-03-22 15:00:00-04:00,2164.60009765625,2166.39990234375,2163.300048828125,2165.39990234375,2165.39990234375,5303
2024-03-22 16:00:00-04:00,2165.39990234375,2168.60009765625,2165.0,2166.39990234375,2166.39990234375,3782
