Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-30 00:00:00-04:00,2332.89990234375,2335.10009765625,2332.60009765625,2333.5,2333.5,234
2024-05-30 01:00:00-04:00,2333.0,2333.699951171875,2320.800048828125,2323.699951171875,2323.699951171875,617
2024-05-30 02:00:00-04:00,2323.39990234375,2331.699951171875,2322.800048828125,2331.699951171875,2331.699951171875,1913
2024-05-30 03:00:00-04:00,2331.39990234375,2357.300048828125,2331.39990234375,2355.699951171875,2355.699951171875,45741
2024-05-30 04:00:00-04:00,2355.800048828125,2357.300048828125,2330.60009765625,2356.300048828125,2356.300048828125,13770
2024-05-30 05:00:00-04:00,2356.5,2359.5,2329.800048828125,2354.39990234375,2354.39990234375,114058
2024-05-30 06:00:00-04:00,2354.5,2363.10009765625,2328.699951171875,2362.300048828125,2362.300048828125,180541
2024-05-30 07:00:00-04:00,2362.199951171875,2362.300048828125,2333.89990234375,2357.199951171875,2357.199951171875,71685
2024-05-30 08:00:00-04:00,2357.199951171875,2366.800048828125,2330.300048828125,2362.800048828125,2362.800048828125,229802
2024-05-30 09:00:00-04:00,2362.800048828125,2370.300048828125,2337.699951171875,2370.300048828125,2370.300048828125,16959
2024-05-30 10:00:00-04:00,2370.39990234375,2373.699951171875,2364.300048828125,2365.5,2365.5,20817
2024-05-30 11:00:00-04:00,2365.5,2367.300048828125,2363.10009765625,2365.199951171875,2365.199951171875,11253
2024-05-30 12:00:00-04:00,2365.199951171875,2369.5,2362.199951171875,2369.300048828125,2369.300048828125,6614
2024-05-30 13:00:00-04:00,2369.39990234375,2370.300048828125,2364.199951171875,2365.800048828125,2365.800048828125,6262
2024-05-30 14:00:00-04:00,2365.699951171875,2365.89990234375,2362.699951171875,2363.89990234375,2363.89990234375,2603
2024-05-30 15:00:00-04:00,2363.800048828125,2364.0,2360.800048828125,2362.60009765625,2362.60009765625,3655
2024-05-30 16:00:00-04:00,2362.60009765625,2365.0,2362.5,2364.5,2364.5,1752
2024-05-30 18:00:00-04:00,2364.5,2368.699951171875,2363.10009765625,2365.10009765625,2365.10009765625,2810
2024-05-30 19:00:00-04:00,2365.0,2367.300048828125,2364.10009765625,2365.0,2365.0,1807
2024-05-30 20:00:00-04:00,2365.0,2368.800048828125,2363.699951171875,2367.60009765625,2367.60009765625,2305
2024-05-30 21:00:00-04:00,2367.5,2368.800048828125,2365.800048828125,2366.699951171875,2366.699951171875,685
