Date,Open,High,Low,Close,Adj Close,Volume
Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-02 00:00:00-05:00,2078.699951171875,2084.0,2078.39990234375,2083.199951171875,2083.199951171875,0
2024-01-02 01:00:00-05:00,2083.199951171875,2085.699951171875,2081.5,2082.699951171875,2082.699951171875,4863
2024-01-02 02:00:00-05:00,2082.699951171875,2085.10009765625,2081.89990234375,2082.10009765625,2082.10009765625,5491
2024-01-02 03:00:00-05:00,2082.10009765625,2083.39990234375,2081.10009765625,2082.199951171875,2082.199951171875,6647
2024-01-02 04:00:00-05:00,2082.300048828125,2088.10009765625,2082.199951171875,2086.10009765625,2086.10009765625,6302
2024-01-02 05:00:00-05:00,2086.199951171875,2086.89990234375,2082.60009765625,2085.0,2085.0,6155
2024-01-02 06:00:00-05:00,2085.0,2085.300048828125,2077.10009765625,2078.199951171875,2078.199951171875,9190
2024-01-02 07:00:00-05:00,2078.10009765625,2078.39990234375,2073.800048828125,2076.89990234375,2076.89990234375,8084
2024-01-02 08:00:00-05:00,2076.699951171875,2080.0,2073.5,2075.10009765625,2075.10009765625,11940
2024-01-02 09:00:00-05:00,2075.300048828125,2079.39990234375,2071.0,2079.39990234375,2079.39990234375,16180
2024-01-02 10:00:00-05:00,2079.39990234375,2079.699951171875,2064.300048828125,2068.199951171875,2068.199951171875,22049
2024-01-02 11:00:00-05:00,2068.199951171875,2076.60009765625,2068.0,2074.89990234375,2074.89990234375,11156
2024-01-02 12:00:00-05:00,2075.0,2075.89990234375,2070.60009765625,2071.5,2071.5,5811
2024-01-02 13:00:00-05:00,2071.60009765625,2073.800048828125,2069.199951171875,2069.89990234375,2069.89990234375,6470
2024-01-02 14:00:00-05:00,2069.89990234375,2070.89990234375,2069.10009765625,2069.60009765625,2069.60009765625,2286
2024-01-02 15:00:00-05:00,2069.699951171875,2070.39990234375,2066.800048828125,2067.10009765625,2067.10009765625,3908
2024-01-02 16:00:00-05:00,2067.199951171875,2068.0,2066.800048828125,2067.60009765625,2067.60009765625,1747
2024-01-02 18:00:00-05:00,2067.89990234375,2068.39990234375,2067.199951171875,2067.800048828125,2067.800048828125,0
2024-01-02 19:00:00-05:00,2067.699951171875,2070.300048828125,2067.39990234375,2068.699951171875,2068.699951171875,3029
2024-01-02 20:00:00-05:00,2068.699951171875,2070.800048828125,2067.89990234375,2070.60009765625,2070.60009765625,4422
2024-01-02 21:00:00-05:00,2070.60009765625,2073.39990234375,2069.800048828125,2073.0,2073.0,3667
2024-01-02 22:00:00-05:00,2072.89990234375,2073.89990234375,2071.5,2073.39990234375,2073.39990234375,2316
2024-01-02 23:00:00-05:00,2073.39990234375,2073.800048828125,2072.699951171875,2072.89990234375,2072.89990234375,1181
Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-03 00:00:00-05:00,2073.0,2074.300048828125,2071.60009765625,2072.60009765625,2072.60009765625,0
2024-01-03 01:00:00-05:00,2072.300048828125,2073.699951171875,2071.60009765625,2072.699951171875,2072.699951171875,2312
2024-01-03 02:00:00-05:00,2072.5,2072.60009765625,2069.10009765625,2071.300048828125,2071.300048828125,4983
2024-01-03 03:00:00-05:00,2071.10009765625,2072.60009765625,2067.0,2068.300048828125,2068.300048828125,5819
2024-01-03 04:00:00-05:00,2068.300048828125,2068.800048828125,2062.300048828125,2065.0,2065.0,7517
2024-01-03 05:00:00-05:00,2064.89990234375,2065.39990234375,2060.60009765625,2063.0,2063.0,5502
2024-01-03 06:00:00-05:00,2063.0,2063.800048828125,2054.699951171875,2055.699951171875,2055.699951171875,10447
2024-01-03 07:00:00-05:00,2055.60009765625,2056.300048828125,2049.800048828125,2053.60009765625,2053.60009765625,18812
2024-01-03 08:00:00-05:00,2053.60009765625,2056.10009765625,2046.5999755859375,2049.0,2049.0,20473
2024-01-03 09:00:00-05:00,2049.10009765625,2050.39990234375,2039.5999755859375,2045.699951171875,2045.699951171875,29281
2024-01-03 10:00:00-05:00,2045.5,2057.10009765625,2039.800048828125,2040.5999755859375,2040.5999755859375,37545
2024-01-03 11:00:00-05:00,2040.699951171875,2044.0999755859375,2039.199951171875,2040.4000244140625,2040.4000244140625,13247
2024-01-03 12:00:00-05:00,2040.4000244140625,2041.9000244140625,2038.300048828125,2041.300048828125,2041.300048828125,7821
2024-01-03 13:00:00-05:00,2041.4000244140625,2044.300048828125,2040.800048828125,2043.800048828125,2043.800048828125,7759
2024-01-03 14:00:00-05:00,2043.800048828125,2050.300048828125,2038.5,2044.5999755859375,2044.5999755859375,14025
2024-01-03 15:00:00-05:00,2044.699951171875,2050.300048828125,2044.5,2049.199951171875,2049.199951171875,7455
2024-01-03 16:00:00-05:00,2049.300048828125,2049.89990234375,2048.39990234375,2049.60009765625,2049.60009765625,1878
2024-01-03 18:00:00-05:00,2049.300048828125,2051.10009765625,2049.0,2050.10009765625,2050.10009765625,0
2024-01-03 19:00:00-05:00,2050.10009765625,2050.39990234375,2048.60009765625,2049.300048828125,2049.300048828125,1374
2024-01-03 20:00:00-05:00,2049.199951171875,2050.39990234375,2047.0,2049.0,2049.0,4302
2024-01-03 21:00:00-05:00,2049.0,2051.800048828125,2049.0,2051.60009765625,2051.60009765625,4398
2024-01-03 22:00:00-05:00,2051.699951171875,2054.10009765625,2051.10009765625,2051.699951171875,2051.699951171875,2748
2024-01-03 23:00:00-05:00,2051.800048828125,2051.89990234375,2049.699951171875,2050.300048828125,2050.300048828125,2931
Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-04 00:00:00-05:00,2050.199951171875,2051.60009765625,2049.60009765625,2051.10009765625,2051.10009765625,0
2024-01-04 01:00:00-05:00,2051.10009765625,2055.89990234375,2051.0,2054.60009765625,2054.60009765625,5366
2024-01-04 02:00:00-05:00,2054.5,2056.60009765625,2053.39990234375,2054.699951171875,2054.699951171875,5528
2024-01-04 03:00:00-05:00,2054.800048828125,2055.699951171875,2052.5,2053.89990234375,2053.89990234375,5676
2024-01-04 04:00:00-05:00,2053.800048828125,2058.0,2053.300048828125,2055.10009765625,2055.10009765625,7217
2024-01-04 05:00:00-05:00,2055.0,2058.10009765625,2053.800048828125,2055.199951171875,2055.199951171875,4253
2024-01-04 06:00:00-05:00,2055.10009765625,2055.800048828125,2052.10009765625,2052.39990234375,2052.39990234375,4654
2024-01-04 07:00:00-05:00,2052.39990234375,2053.60009765625,2050.60009765625,2053.300048828125,2053.300048828125,4866
