Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-24 00:00:00-04:00,2331.60009765625,2331.800048828125,2331.60009765625,2331.60009765625,2331.60009765625,0
2024-05-24 00:01:00-04:00,2331.60009765625,2331.800048828125,2331.60009765625,2331.699951171875,2331.699951171875,18
2024-05-24 00:02:00-04:00,2331.800048828125,2331.800048828125,2331.699951171875,2331.699951171875,2331.699951171875,13
2024-05-24 00:03:00-04:00,2331.800048828125,2332.699951171875,2331.800048828125,2332.39990234375,2332.39990234375,75
2024-05-24 00:04:00-04:00,2332.300048828125,2332.699951171875,2332.10009765625,2332.60009765625,2332.60009765625,100
2024-05-24 00:05:00-04:00,2332.60009765625,2333.0,2332.60009765625,2332.699951171875,2332.699951171875,38
2024-05-24 00:06:00-04:00,2332.800048828125,2333.5,2332.800048828125,2333.5,2333.5,75
2024-05-24 00:07:00-04:00,2333.39990234375,2333.699951171875,2333.300048828125,2333.60009765625,2333.60009765625,27
2024-05-24 00:08:00-04:00,2333.699951171875,2333.800048828125,2333.5,2333.5,2333.5,22
2024-05-24 00:09:00-04:00,2333.300048828125,2333.60009765625,2333.300048828125,2333.300048828125,2333.300048828125,154
2024-05-24 00:10:00-04:00,2333.199951171875,2333.60009765625,2333.10009765625,2333.5,2333.5,34
2024-05-24 00:11:00-04:00,2333.5,2333.60009765625,2332.89990234375,2332.89990234375,2332.89990234375,41
2024-05-24 00:12:00-04:00,2332.89990234375,2333.800048828125,2332.89990234375,2333.60009765625,2333.60009765625,69
2024-05-24 00:13:00-04:00,2333.699951171875,2334.300048828125,2333.39990234375,2334.10009765625,2334.10009765625,87
2024-05-24 00:14:00-04:00,2334.10009765625,2334.5,2333.89990234375,2334.300048828125,2334.300048828125,91
2024-05-24 00:15:00-04:00,2334.39990234375,2334.800048828125,2333.800048828125,2333.800048828125,2333.800048828125,86
2024-05-24 00:16:00-04:00,2333.800048828125,2334.300048828125,2333.60009765625,2334.199951171875,2334.199951171875,53
2024-05-24 00:17:00-04:00,2334.10009765625,2334.699951171875,2334.0,2334.199951171875,2334.199951171875,88
2024-05-24 00:18:00-04:00,2334.300048828125,2334.60009765625,2334.0,2334.39990234375,2334.39990234375,131
2024-05-24 00:19:00-04:00,2334.5,2334.5,2334.0,2334.10009765625,2334.10009765625,54
2024-05-24 00:20:00-04:00,2334.0,2334.39990234375,2334.0,2334.199951171875,2334.199951171875,15
2024-05-24 00:21:00-04:00,2334.199951171875,2335.0,2334.199951171875,2334.60009765625,2334.60009765625,174
2024-05-24 00:22:00-04:00,2334.5,2334.60009765625,2334.0,2334.300048828125,2334.300048828125,61
